id,street,city,state,zip
550,1666 E ST,Hayward,CA,94541
551,458 DUTTON AVE,San Leandro,CA,94577
552,32767 HILMAR ST,Union City,CA,94587
553,920 PARDEE ST,Berkeley,CA,94710
554,973 LISBON AVE,Livermore,CA,94550
555,4267 BECERRA DR,Fremont,CA,94536
556,1827 CAMBRIDGE DR,Alameda,CA,94501
557,1680 FIR AVE,San Leandro,CA,94578
558,25944 TARRAGON ST,Hayward,CA,94544
559,438 HAIGHT AVE,Alameda,CA,94501
560,5598 COLD WATER DR,Castro Valley,CA,94552
561,23062 HENRY LN,Hayward,CA,94541
562,26 RACCOLIO WAY,Livermore,CA,94550
563,24980 PANITZ ST,Hayward,CA,94541
564,33775 TRAILSIDE WAY,Union City,CA,94587
565,3624 WELCH CREEK RD,Livermore,,94550
566,1325 ALVARADO RD,Berkeley,CA,94705
567,40215 SAN SEBASTIAN PL,Fremont,CA,94539
568,5143 TESLA RD,Livermore,CA,94550
569,1366 SANGAMORE ST,Hayward,CA,94545
570,4526 TAHOE CT,Pleasanton,CA,94566
571,1028 SAN ANTONIO AVE,Alameda,CA,94501
572,1833   64TH AVE,Oakland,CA,94621
573,17173 LOS BANOS ST,Hayward,CA,94541
574,6171 MATHIEU AVE,Oakland,CA,94618
575,2154 STONEBRIDGE RD,Livermore,CA,94550
576,3129 KEATS ST,Fremont,CA,94536
577,1550 HOPKINS ST,Berkeley,CA,94707
578,3498 NORTHWOOD DR,Castro Valley,CA,94546
579,2386  109TH AVE,Oakland,CA,94603
580,4846 SCENIC AVE,Livermore,CA,94551
581,5949 CASTLEBROOK DR,Castro Valley,CA,94552
582,2420 MARASCHINO PL,Union City,CA,94587
583,1456 PORTLAND AVE,Albany,CA,94706
584,3255 FLEMINGTON CT,Pleasanton,CA,94588
585,5430 HILLTOP RD,Castro Valley,,94552
586,2468 COOLIDGE AVE,Oakland,CA,94601
587,1875 SAN LORENZO AVE,Berkeley,CA,94707
588,1082 JESSICA DR,Livermore,CA,94550
589,2263 NATIONAL AVE,Hayward,CA,94545
590,534 SYCAMORE AVE,Hayward,CA,94544
591,864 SYBIL AVE,San Leandro,CA,94577
592,6691 LIGGETT DR,Oakland,CA,94611
593,252 LANGLEY WAY,Hayward,CA,94544
594,4523 NOVATO ST,Union City,CA,94587
595,32723 FAIRFIELD ST,Union City,CA,94587
596,15824 VIA SECO,San Lorenzo,CA,94580
597,7521 GREENLY DR,Oakland,CA,94605
598,43851 OLAZABA TER,Fremont,CA,94539
599,5781 FALLON RD,Pleasanton,,94588
600,9858 OLIVE ST,Oakland,CA,94603
601,3527 HAGEMAN AVE,Oakland,CA,94619
602,43516 LAUREL GLEN CMN,Fremont,CA,94539
603,513 PERSHING DR,San Leandro,CA,94577
604,755 HAZEL ST,Livermore,CA,94550
605,20073 CENTER ST,Castro Valley,CA,94546
606,1614   70TH AVE,Oakland,CA,94621
607,1865 CORDOBA ST,Livermore,CA,94550
608,4480 PERALTA BLVD,Fremont,CA,94536
609,5834 PRESLEY WAY,Oakland,CA,94618
610,38132 KIMBRO ST,Fremont,CA,94536
611,16049 VIA MEDIA,San Lorenzo,CA,94580
612,4571 MARTIN ST,Union City,CA,94587
613,2465 ALMADEN BLVD,Union City,CA,94587
614,5448 BROADWAY,Oakland,CA,94618
615,4828 CREEKWOOD DR,Fremont,CA,94555
616,3514 FITZSIMMONS CMN,Fremont,CA,94538
617,3417 AUGUSTA CT,Hayward,CA,94542
618,2620 SAN JOSE AVE,Alameda,CA,94501
619,2855 BEARD TER,Fremont,CA,94555
620,6151 JOAQUIN MURIETA AVE,Newark,CA,94560
621,3381 E RUBY HILL DR,Pleasanton,CA,94566
622,35984 NICKEL ST,Union City,CA,94587
623,734 ENSENADA AVE,Berkeley,CA,94707
624,1183 GLENWOOD CT,Livermore,CA,94550
625,914   60TH ST,Emeryville,CA,94608
626,113 MOUNTAIN VALLEY ST,Oakland,CA,94605
627,36728 BIRCH ST,Newark,CA,94560
628,41567 PASEO PADRE PKWY,Fremont,CA,94539
629,3946 RANDOLPH AVE,Oakland,CA,94602
630,6520 TREMONT ST,Oakland,CA,94609
631,5093 SLOAN WAY,Union City,CA,94587
632,2385 HAMPTON RD,Livermore,CA,94550
633,6140 OUTLOOK AVE,Oakland,CA,94605
634,1301 SAN PABLO AVE,Berkeley,CA,94702
635,1464   77TH AVE,Oakland,CA,94621
636,21465 BEDFORD DR,Castro Valley,CA,94546
637,1033 KRAFTILE RD,Fremont,CA,94536
638,177 WALL ST,Livermore,CA,94550
639,333 BEALE DR,Hayward,CA,94544
640,522 MASONIC AVE,Albany,CA,94706
641,34469 VALLEY OAKS LOOP,Union City,CA,94587
642,1556 JUANITA WAY,Berkeley,CA,94702
643,33910 MACMILLAN WAY,Fremont,CA,94555
644,110 S CASCADES CIR,Union City,CA,94587
645,1761 BOXWOOD AVE,San Leandro,CA,94579
646,1530 EDITH ST,Berkeley,CA,94703
647,1111 CHAUCER ST,Berkeley,CA,94702
648,1612 CHAPIN ST,Alameda,CA,94501
649,722 SYCAMORE ST,Oakland,CA,94612
650,16073 WELLINGTON WAY,San Leandro,CA,94578
651,1635 SUNNY PL,Hayward,CA,94545
652,2459 CANTALISE DR,Pleasanton,,94588
653,975   56TH ST,Emeryville,CA,94608
654,5135 KATHY WAY,Livermore,CA,94550
655,5196 PROCTOR RD,Castro Valley,CA,94546
656,6701 KAISER DR,Fremont,CA,94555
657,1596  166TH AVE,San Leandro,CA,94578
658,88 CODORNICES RD,Berkeley,CA,94708
659,4073 STEVENS ST,Castro Valley,CA,94546
660,1249 PARK ST,Alameda,CA,94501
661,5970 CORTE ESPADA,Pleasanton,CA,94566
662,16555 RUSSELL CT,San Leandro,CA,94578
663,283 N P ST,Livermore,CA,94551
664,1368   52ND AVE,Oakland,CA,94601
665,41850 CHRISTY ST,Fremont,CA,94538
666,639 PASEO DEL RIO,San Lorenzo,CA,94580
667,4387 JAMES AVE,Castro Valley,CA,94546
668,179 W HUNTER LN,Fremont,CA,94539
669,295 FLINT CT,Hayward,CA,94541
670,1842  100TH AVE,Oakland,CA,94603
671,1823 LONDON AVE,San Leandro,CA,94579
672,5919 GREENRIDGE RD,Castro Valley,CA,94552
673,669 WOODMONT AVE,Berkeley,CA,94708
674,2518 BUENA VISTA WAY,Berkeley,CA,94708
675,8952 MARWICK CT,Dublin,CA,94568
676,5831 KEITH AVE,Oakland,CA,94618
677,31958 ALBANY ST,Hayward,CA,94544
678,1250 POWELL ST,Emeryville,CA,94608
679,27799 ORLANDO AVE,Hayward,CA,94545
680,1582   76TH AVE,Oakland,CA,94621
681,5495 MOLLIE CIR,Livermore,CA,94551
682,2373 E 27TH ST,Oakland,CA,94601
683,920 REGENT ST,Alameda,CA,94501
684,1414 CAMPUS DR,Berkeley,CA,94708
685,196 HILLCREST RD,Berkeley,CA,94705
686,18973 NATALIE CT,Castro Valley,CA,94546
687,6385 SWAINLAND RD,Oakland,CA,94611
688,24813 PEAR ST,Hayward,CA,94545
689,16054 VIA MEDIA,San Lorenzo,CA,94580
690,2456 DRIFTWOOD WAY,San Leandro,CA,94577
691,3056 RIDGEFIELD CT,Dublin,CA,94568
692,2768 LEEWARD ST,Hayward,CA,94545
693,25658 CAMINO VIS,Hayward,CA,94541
694,326 DAISYFIELD DR,Livermore,CA,94551
695,3754 ARDLEY AVE,Oakland,CA,94602
696,21702 WESTFIELD AVE,Hayward,CA,94541
697,319 AMADOR CT,Pleasanton,CA,94566
698,2138   50TH AVE,Oakland,CA,94601
699,3816 BRIGHTON AVE,Oakland,CA,94602
700,6106 E 17TH ST,Oakland,CA,94621
701,717 CALDWELL RD,Oakland,CA,94611
702,2020 DURANT AVE,Berkeley,CA,94704
703,1920 KNOX ST,Castro Valley,CA,94546
704,974  106TH AVE,Oakland,CA,94603
705,740 S J ST,Livermore,CA,94550
706,4033 CID WAY,Pleasanton,CA,94566
707,24556 SYBIL AVE,Hayward,CA,94542
708,4 SUNSET LN,Berkeley,CA,94708
709,1814 WOOLSEY ST,Berkeley,CA,94703
710,921 A ST,Hayward,CA,94541
711,17261 VIA FRANCES,San Lorenzo,CA,94580
712,1265 ROYAL CREEK CT,Pleasanton,CA,94566
713,2402   26TH AVE,Oakland,CA,94601
714,536 WEBSTER ST,Hayward,CA,94544
715,6331 SCARLETT CT,Dublin,CA,94568
716,3981 FRUITVALE AVE,Oakland,CA,94602
717,1384 FAIRBROOK CT,Livermore,CA,94551
718,1621 MAGNOLIA LN,San Leandro,CA,94577
719,5051 ROYAL PALM DR,Fremont,CA,94538
720,932 W MACARTHUR BLVD,Emeryville,CA,94608
721,471   41ST ST,Oakland,CA,94609
722,784 GRIZZLY PEAK BLVD,Berkeley,CA,94708
723,3078   73RD AVE,Oakland,CA,94605
724,4433 BRIAR CLIFF RD,Oakland,CA,94605
725,1828 SAINT CHARLES ST,Alameda,CA,94501
726,4730 MOWRY AVE,Fremont,CA,94538
727,8131 OLYMPIC CT,Newark,CA,94560
728,34762 SIWARD DR,Fremont,CA,94555
729,7755 PINEVILLE CIR,Castro Valley,CA,94552
730,626 MADISON ST,Albany,CA,94706
731,10321 FOOTHILL BLVD,Oakland,CA,94605
732,2200   10TH ST,Berkeley,CA,94710
733,27700 BALDWIN ST,Hayward,CA,94544
734,35457 ORLEANS DR,Newark,CA,94560
735,135 CARDIGAN BAY,Alameda,CA,94502
736,657 WHIPPLE RD,Union City,CA,94587
737,35982 COPPER ST,Union City,CA,94587
738,40870 AMAPOLA DR,Fremont,CA,94539
739,1158 FOLSOM AVE,Hayward,CA,94544
740,18989 CALIFORNIA ST,Castro Valley,CA,94546
741,657 MARCELLA ST,Livermore,CA,94550
742,2003 LIBERTY WAY,San Leandro,CA,94579
743,1221 E 21ST ST,Oakland,CA,94606
744,34160 DUKE LN,Fremont,CA,94555
745,827 CURTIS ST,Albany,CA,94707
746,911  107TH AVE,Oakland,CA,94603
747,949 KEY ROUTE BLVD,Albany,CA,94706
748,27683 PENSACOLA WAY,Hayward,CA,94544
749,45577 BRIDGEPORT DR,Fremont,CA,94539
750,1182 COLUSA AVE,Berkeley,CA,94707
751,720 WILLOW ST,Oakland,CA,94607
752,5544 OAKMONT CIR,Livermore,CA,94551
753,348 N CANYON PKWY,Livermore,CA,94551
754,1999 RUTAN DR,Livermore,CA,94551
755,146 MAITLAND DR,Alameda,CA,94502
756,2517 SECRETARIAT DR,Pleasanton,CA,94566
757,1157   70TH AVE,Oakland,CA,94621
758,16047 VIA PARO,San Lorenzo,CA,94580
759,1047 POPE WAY,Hayward,CA,94545
760,15440 ALTAMONT PASS RD,Livermore,,94550
761,38075 GERANIUM ST,Newark,CA,94560
762,9 SPY GLASS HL,Oakland,CA,94618
763,1033 MARQUETTE WAY,San Leandro,CA,94579
764,16539 HANNAH DR,San Leandro,CA,94578
765,3001 MCKILLOP RD,Oakland,CA,94602
766,2297A FAIRWAY DR,San Leandro,CA,94577
767,3947 EMPIRE CT,Pleasanton,CA,94588
768,420 COLA BALLENA,Alameda,CA,94501
769,2801 NICOL AVE,Oakland,CA,94602
770,2249 VALORIE ST,Fremont,CA,94539
771,687 MANDANA BLVD,Oakland,CA,94610
772,44 HARDER RD,Hayward,CA,94544
773,932   37TH ST,Emeryville,CA,94608
774,1311 ONYX RD,Livermore,CA,94550
775,1206 CEDAR ST,Berkeley,CA,94702
776,1210 AMHERST CT,San Leandro,CA,94579
777,1726 KOFMAN PKWY,Alameda,CA,94502
778,4739 WADSWORTH CT,Fremont,CA,94538
779,18906 CREST AVE,Castro Valley,CA,94546
780,2518 MACARTHUR BLVD,Oakland,CA,94602
781,2062 ALTAMONT RD,San Leandro,CA,94578
782,48835 KATO RD,Fremont,CA,94539
783,774 SANTA CLARA AVE,Alameda,CA,94501
784,23155 KLAMATH RD,Hayward,CA,94541
785,1405  150TH AVE,San Leandro,CA,94578
786,2485 ANCONA CIR,Livermore,CA,94550
787,41650 MAYWOOD ST,Fremont,CA,94538
788,635 BLUEFIELD LN,Hayward,CA,94541
789,2736   78TH AVE,Oakland,CA,94605
790,7709 PEPPERTREE RD,Dublin,CA,94568
791,449 BOYNTON AVE,Berkeley,CA,94707
792,35550 PALOMARES RD,Castro Valley,CA,94552
793,6640 REDEKER PL,Newark,CA,94560
794,25649 SUBLETT DR,Hayward,CA,94544
795,6276 ROCKY POINT CT,Oakland,,94605
796,3156 PUTTENHAM WAY,Fremont,CA,94536
797,6040 HARWOOD AVE,Oakland,CA,94618
798,9865 TOLER AVE,Oakland,CA,94603
799,1025 SAGE CT,Fremont,CA,94539
800,20944 CHESTER ST,Castro Valley,CA,94546
801,3711 MACARTHUR BLVD,Oakland,CA,94619
802,5012 RAY AVE,Castro Valley,CA,94546
803,3846 MAYBELLE AVE,Oakland,CA,94619
804,5071 PORTA ROSSA CIR,Pleasanton,CA,94588
805,1219 DEVONSHIRE AVE,San Leandro,CA,94579
806,19601 CARLEEN CT,Castro Valley,CA,94546
807,1671 VIA ESCONDIDO,San Lorenzo,CA,94580
808,511 SIMON ST,Hayward,CA,94541
809,40837 INGERSOLL TER,Fremont,CA,94538
810,22724 LORAND WAY,Hayward,CA,94541
811,1517 CLAY ST,Oakland,CA,94612
812,20607 CONGRESS WAY,Castro Valley,CA,94546
813,2831 GARBER ST,Berkeley,CA,94705
814,1522 REDWOOD AVE,San Leandro,CA,94579
815,1014 EUCLID AVE,Berkeley,CA,94708
816,1111   11TH AVE,Oakland,CA,94606
817,14255 CULL CANYON RD,Castro Valley,CA,94546
818,2728 OLIVER DR,Hayward,CA,94545
819,48233 ARCADIAN ST,Fremont,CA,94539
820,1140 OAK CREEK WAY,Emeryville,CA,94608
821,28820 BAY HEIGHTS RD,Hayward,CA,94542
822,400 SELBY LN,Livermore,CA,94551
823,1428   48TH AVE,Oakland,CA,94601
824,134 INDIAN RD,Piedmont,CA,94610
825,615 JUNIPERO ST,Pleasanton,CA,94566
826,2499 LAKEVIEW DR,San Leandro,CA,94577
827,2649   62ND AVE,Oakland,CA,94605
828,26246 ELDRIDGE AVE,Hayward,CA,94544
829,31324 SANTA ANA WAY,Union City,CA,94587
830,5263 COLLEGE AVE,Oakland,CA,94618
831,36212 CASEY CT,Newark,CA,94560
832,43685 SOUTHERLAND WAY,Fremont,CA,94539
833,17005 VIA FLORES,San Lorenzo,CA,94580
834,994 KAROL WAY,San Leandro,CA,94577
835,16882 LOS BANOS ST,San Leandro,CA,94578
836,819 ISLAND PINE CT,Hayward,CA,94544
837,41618 DENISE ST,Fremont,CA,94539
838,16975 MINES RD,Livermore,CA,94550
839,1432 WALNUT ST,Alameda,CA,94501
840,1135 OAKLAND AVE,Piedmont,CA,94611
841,26867 TYRRELL AVE,Hayward,CA,94544
842,2477 GRAPEVINE TER,Fremont,CA,94539
843,8280 ELGIN LN,Dublin,CA,94568
844,1395 MANTILLA AVE,Hayward,CA,94544
845,3900 SEVEN HILLS RD,Castro Valley,CA,94546
846,1019 CODIROLI WAY,Livermore,CA,94550
847,4145 SUGAR PINE WAY,Livermore,CA,94551
848,1708 BLACKFOOT DR,Fremont,CA,94539
849,2022 DELAWARE ST,Berkeley,CA,94709
850,1035 EUCLID AVE,Berkeley,CA,94708
851,5329 PACIFIC TERRACE CT,Castro Valley,CA,94552
852,14683 CORVALLIS ST,San Leandro,CA,94579
853,37882 BENCHMARK CT,Fremont,CA,94536
854,36239 COLBERT PL,Newark,CA,94560
855,19187 VAUGHN AVE,Castro Valley,CA,94546
856,1613   41ST AVE,Oakland,CA,94601
857,7281 IONE CT,Dublin,CA,94568
858,7204 VALLEY VIEW CT,Pleasanton,CA,94588
859,371 VASSAR AVE,Berkeley,CA,94707
860,515 MONOGRAM RD,San Leandro,CA,94577
861,43327 CASTLE PARK CT,Fremont,CA,94538
862,7421 DEERWOOD AVE,Oakland,CA,94605
863,905 E 24TH ST,Oakland,CA,94606
864,5115 SHERIDAN RD,Sunol,CA,94586
865,1409 THORNWALL LN,Hayward,CA,94545
866,1940   11TH AVE,Oakland,CA,94606
867,3226 SHAWN WAY,Hayward,CA,94541
868,16984 GROVENOR DR,Castro Valley,CA,94546
869,5433 WATERPERRY PL,Dublin,CA,94568
870,35582 DANTE PL,Fremont,CA,94536
871,2282 VIA ESPADA,Pleasanton,CA,94566
872,29753 HOLIDAY ST,Hayward,CA,94544
873,798 SYLVANER DR,Pleasanton,CA,94566
874,3680 VINE ST,Pleasanton,CA,94566
875,83 KILKARE RD,Sunol,,94586
876,7710 CREEKSIDE DR,Pleasanton,CA,94588
877,260 CULP AVE,Hayward,CA,94544
878,7737 DRIFTWOOD WAY,Pleasanton,CA,94588
879,36404 CEDAR BLVD,Newark,CA,94560
880,2709 VISTA DIABLO CT,Pleasanton,CA,94566
881,6577 CRESTWOOD DR,Castro Valley,CA,94552
882,1021 SAGE CT,Fremont,CA,94539
883,7619 LINDEN CT,Newark,CA,94560
884,32713 JEAN DR,Union City,CA,94587
885,957 STANNAGE AVE,Albany,CA,94706
886,2667   66TH AVE,Oakland,CA,94605
887,21648 BANYAN ST,Hayward,CA,94541
888,3520 REDDING ST,Oakland,CA,94619
889,501 SAINT JOHN ST,Pleasanton,CA,94566
890,763 CATALINA DR,Livermore,CA,94550
891,3269 SANTA SOPHIA WAY,Union City,CA,94587
892,31222 SAN ANDREAS DR,Union City,CA,94587
893,3838 BUELL ST,Oakland,CA,94619
894,1009 BARTLETT PL,Pleasanton,CA,94566
895,4652 CREEKWOOD DR,Fremont,CA,94555
896,1833   33RD AVE,Oakland,CA,94601
897,18235 VINEYARD RD,Castro Valley,CA,94546
898,32314 SENECA ST,Hayward,CA,94544
899,5016 CRYSTAL RIDGE CT,Oakland,CA,94605
900,11708 HARLAN RD,Dublin,CA,94568
901,6081 ROCKRIDGE BLVD,Oakland,CA,94618
902,265 SEA VIEW AVE,Piedmont,CA,94610
903,32486 ITHACA ST,Union City,CA,94587
904,33887 WHITEHEAD LN,Fremont,CA,94555
905,4448 CABELLO ST,Union City,CA,94587
906,280 SCENIC AVE,Piedmont,CA,94611
907,369 PALM AVE,Oakland,CA,94610
908,4436 FLEMING AVE,Oakland,CA,94619
909,68 WYNGAARD AVE,Piedmont,CA,94611
910,1460 KEONCREST DR,Berkeley,CA,94702
911,4943 DOLORES DR,Pleasanton,CA,94566
912,20110 SAN MIGUEL AVE,Castro Valley,CA,94546
913,1273 ADDISON ST,Berkeley,CA,94702
914,552 W SUNSET BLVD,Hayward,CA,94541
915,3766 PATTERSON AVE,Oakland,CA,94619
916,2969 CABRILLO AVE,Livermore,CA,94550
917,1223 GEORGETOWN AVE,San Leandro,CA,94579
918,2383 WEST ST,Berkeley,CA,94702
919,1477 GREEN CT,San Leandro,CA,94578
920,3623 EGGERS DR,Fremont,CA,94536
921,1000 CAMELLIA DR,Alameda,CA,94502
922,1960 JOAN DR,San Leandro,CA,94578
923,1834  104TH AVE,Oakland,CA,94603
924,4882 MENDOTA ST,Union City,CA,94587
925,1530 MORTON ST,Alameda,CA,94501
926,488 SPRUCE ST,Berkeley,CA,94707
927,38875 STILLWATER CMN,Fremont,CA,94536
928,16130 WINDSOR DR,San Leandro,CA,94578
929,893 SERRA DR,San Leandro,CA,94578
930,41779 WILD INDIGO TER,Fremont,,94538
931,3304 ELMWOOD AVE,Oakland,CA,94601
932,5486 HUGHES PL,Fremont,CA,94538
933,1170 BEDFORD ST,Fremont,CA,94539
934,1916   90TH AVE,Oakland,CA,94603
935,4113 URANUS DR,Union City,CA,94587
936,25 MIRANDA CT,Alameda,CA,94502
937,11405 SUN VALLEY DR,Oakland,CA,94605
938,2005 E 28TH ST,Oakland,CA,94606
939,2424 WHIPPLE RD,Hayward,CA,94544
940,2215 MARTIN AVE,Pleasanton,CA,94588
941,4815 ALLENDALE AVE,Oakland,CA,94619
942,37033 MAPLE ST,Newark,CA,94560
943,32410 CREST LN,Union City,CA,94587
944,3425 ROBINSON DR,Oakland,CA,94602
945,26617 LUVENA DR,Hayward,CA,94544
946,2804 SYDNEY WAY,Castro Valley,CA,94546
947,37941 STENHAMMER DR,Fremont,CA,94536
948,1978 EVERGLADE ST,Hayward,CA,94545
949,39138 FREMONT BLVD,Fremont,CA,94538
950,2588 STANTON HILL RD,Castro Valley,CA,94546
951,2579 TRUMAN AVE,Oakland,CA,94605
952,6416 THORNHILL DR,Oakland,CA,94611
953,3317 CONSTANCE CIR,Alameda,CA,94501
954,7797 CANTERBURY LN,Dublin,CA,94568
955,327 BROOKHAVEN CT,Hayward,CA,94544
956,38524 GOODRICH WAY,Fremont,CA,94536
957,24555 MARGARET DR,Hayward,CA,94542
958,331   19TH ST,Oakland,CA,94612
959,854 HAMPTON RD,Hayward,CA,94541
960,1305 WALNUT ST,Berkeley,CA,94709
961,684 SEQUOIA RD,Hayward,CA,94541
962,18572 CULL CANYON RD,Castro Valley,CA,94552
963,3666 DEL MONTE WAY,San Leandro,CA,94578
964,3062 W RUBY HILL DR,Pleasanton,CA,94566
965,206 WHIPPLE RD,Union City,CA,94587
966,2528 SAN JOSE AVE,Alameda,CA,94501
967,5107 SHAFTER AVE,Oakland,CA,94618
968,7755 FAIRBROOK CT,Pleasanton,CA,94588
969,11624 ALEGRE DR,Dublin,CA,94568
970,5141 GOLDEN GATE AVE,Oakland,CA,94618
971,5034 EGGERS DR,Fremont,CA,94536
972,7373 VILLAGE PKWY,Dublin,CA,94568
973,4414 GROVER DR,Fremont,CA,94536
974,1148 BISHOP AVE,Hayward,CA,94544
975,15679 ANCHORAGE DR,San Leandro,CA,94579
976,880 AILEEN ST,Emeryville,CA,94608
977,24970 CYPRESS AVE,Hayward,CA,94544
978,2282   83RD AVE,Oakland,CA,94605
979,4377 BAYLOR WAY,Livermore,CA,94550
980,4217 BELLMAWR DR,Livermore,CA,94551
981,1140   66TH ST,Emeryville,CA,94608
982,34786 BLACKSTONE WAY,Fremont,CA,94555
983,427 PALA AVE,Piedmont,CA,94611
984,5829 VIRMAR AVE,Oakland,CA,94618
985,3040 BROADMOOR VW,Oakland,CA,94605
986,22386 SONOMA ST,Hayward,CA,94541
987,28829 FOXFIRE LN,Hayward,CA,94544
988,2343   62ND AVE,Oakland,CA,94605
989,1310 MAGNOLIA ST,Oakland,CA,94607
990,24866 TIOGA RD,Hayward,CA,94544
991,3836 EAST AVE,Livermore,CA,94550
992,2630 WILLOWREN WAY,Pleasanton,CA,94566
993,6459 PINEHAVEN RD,Oakland,CA,94611
994,4528 SAINT FRANCIS TER,Fremont,CA,94539
995,3064 CHAMPION ST,Oakland,CA,94602
996,6209 HILLMONT DR,Oakland,CA,94605
997,5848 BIRCH CT,Oakland,CA,94618
998,4851 MONTAGUE AVE,Fremont,CA,94555
999,35953 FIRESTONE CT,Newark,CA,94560
1000,1655 DOUGLAS CT,Fremont,CA,94539
1001,3858 BALFOUR AVE,Oakland,CA,94610
1002,1127 PEARL ST,Alameda,CA,94501
1003,4666 MYRTLE DR,Dublin,CA,94568
1004,34244 PERRY RD,Union City,CA,94587
1005,2015 BLAKE ST,Berkeley,CA,94704
1006,5428 THOMAS AVE,Oakland,CA,94618
1007,8069 ELGIN LN,Dublin,CA,94568
1008,1752 JENNIFER DR,Livermore,CA,94550
1009,6043 LAWTON AVE,Oakland,CA,94618
1010,3830 FOREST HILL AVE,Oakland,CA,94602
1011,4111 FERRY LN,Fremont,CA,94555
1012,1327 PERALTA AVE,Berkeley,CA,94702
1013,3400 DEERING ST,Oakland,CA,94601
1014,8526 BRIARWOOD LN,Dublin,CA,94568
1015,9889 BURR ST,Oakland,CA,94605
1016,3120 DELICADO CT,Pleasanton,CA,94588
1017,231 WOODCREEK,Fremont,,94539
1018,2804 PELICAN DR,Union City,CA,94587
1019,19152 MAYBERRY DR,Castro Valley,CA,94546
1020,2845 BURTON DR,Oakland,CA,94611
1021,1409 VIA DI SALERNO,Pleasanton,CA,94566
1022,2819 OCTAVIA ST,Oakland,CA,94619
1023,244 LAKESIDE DR,Oakland,CA,94612
1024,3245 SADDLE DR,Hayward,CA,94541
1025,38726 JONQUIL DR,Newark,CA,94560
1026,4120 EMERALD ST,Oakland,CA,94609
1027,556   47TH ST,Oakland,CA,94609
1028,2350  103RD AVE,Oakland,CA,94603
1029,6254 RUXTON CT,Pleasanton,CA,94588
1030,1629 GRANT ST,Berkeley,CA,94703
1031,6363 DORAN DR,Oakland,CA,94611
1032,111 BELL AVE,Piedmont,CA,94611
1033,2322 MONTICELLO AVE,Oakland,CA,94601
1034,2472 ASCOT WAY,Union City,CA,94587
1035,15574 BUDGE ST,San Leandro,CA,94579
1036,25189 CENTURY OAKS CIR,Castro Valley,CA,94552
1037,621 SAINT MARY ST,Pleasanton,CA,94566
1038,4366 SHORT HILL RD,Oakland,CA,94605
1039,901 PAGE ST,Berkeley,CA,94710
1040,32746 FULLERTON CT,Union City,CA,94587
1041,4399 ARCADIAN DR,Castro Valley,CA,94546
1042,19020 MOUNT HOOD WAY,Castro Valley,CA,94552
1043,2021 CAMBRIDGE DR,Alameda,CA,94501
1044,7138 HOLLY ST,Oakland,CA,94621
1045,4251 QUEEN ANNE DR,Union City,CA,94587
1046,351 OHLONES ST,Fremont,CA,94539
1047,2011   82ND AVE,Oakland,CA,94621
1048,2301  4TH ST,Berkeley,CA,94710
1049,1299 OCASO CAMINO,Fremont,CA,94539
1050,15446 ANDOVER ST,San Leandro,CA,94579
1051,2435 BROWNING ST,Berkeley,CA,94702
1052,1947 DE VACA WAY,Livermore,CA,94550
1053,25665 FRANKLIN AVE,Hayward,CA,94544
1054,8424 DOWLING ST,Oakland,CA,94605
1055,3906 APPIAN ST,Pleasanton,CA,94588
1056,38472 BOTANY GRN,Fremont,CA,94536
1057,1057   56TH ST,Emeryville,CA,94608
1058,1000 PARDEE ST,Berkeley,CA,94710
1059,671 CARLSTON AVE,Oakland,CA,94610
1060,2215 HAMPTON RD,Livermore,CA,94550
1061,2109 ADAMS AVE,San Leandro,CA,94577
1062,1444   74TH AVE,Oakland,CA,94621
1063,38153 ACACIA CT,Fremont,CA,94536
1064,14002 REED AVE,San Leandro,CA,94578
1065,911 SAN ANTONIO AVE,Alameda,CA,94501
1066,1067 NEILSON ST,Albany,CA,94706
1067,3321 E 16TH ST,Oakland,CA,94601
1068,9500 THERMAL ST,Oakland,CA,94605
1069,1678 WELFORD CIR,Hayward,CA,94544
1070,2635 HIGH ST,Oakland,CA,94619
1071,4718 WEST ST,Emeryville,CA,94609
1072,1921 IVY WAY,Fremont,CA,94539
1073,2521   68TH AVE,Oakland,CA,94605
1074,2 WHITMORE PL,Oakland,CA,94611
1075,4105 WEBSTER ST,Oakland,CA,94609
1076,3263 STERLING AVE,Alameda,CA,94501
1077,3176 SAN ANDREAS DR,Union City,CA,94587
1078,1674 C ST,Hayward,CA,94541
1079,18589 LAREDO RD,Castro Valley,CA,94546
1080,147 POPLAR AVE,Hayward,CA,94541
1081,2022 CLEMENT AVE,Alameda,CA,94501
1082,6005 STONERIDGE DR,Pleasanton,CA,94588
1083,1375 E JUANA AVE,San Leandro,CA,94577
1084,43218 GATEWOOD ST,Fremont,CA,94538
1085,2301 BROADWAY,Oakland,CA,94612
1086,35 QUESO CT,Fremont,CA,94539
1087,1610 STUART ST,Berkeley,CA,94703
1088,1209 BANCROFT WAY,Berkeley,CA,94702
1089,1629 GRAND AVE,Piedmont,CA,94611
1090,39612 BANYAN TREE RD,Fremont,CA,94538
1091,465 BELL AVE,Livermore,CA,94550
1092,5727 OLD WESTBURY WAY,Dublin,CA,94568
1093,47592 AVALON HEIGHTS TER,Fremont,CA,94539
1094,6474 GIRVIN DR,Oakland,CA,94611
1095,2641 SPINDRIFT CIR,Hayward,CA,94545
1096,41214 ERMA AVE,Fremont,CA,94539
